EmployeeID_Code,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome (km),Education (Years),EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,Salary Hike,PerformanceRating,RelationshipSatisfaction,StandardHours,Segment,PredictedAttritionRisk
RM852,56.0,55+,No,Travel Rarely,718.0,Research & Development,4.0,4.0,Technical Degree,1.0,1191,4.0,Female,92.0,3.0,5.0,Manager,1.0,Divorced,19943.0,15k+,18575.0,4.0,Y,No,13.0,0.13,3.0,4.0,80,2,0.12088958362181797
RM052,28.0,26-35,Yes,Travel Rarely,1434.0,Research & Development,5.0,4.0,Technical Degree,1.0,65,3.0,Male,50.0,3.0,1.0,Laboratory Technician,3.0,Single,3441.0,Upto 5k,11179.0,1.0,Y,Yes,13.0,0.13,3.0,3.0,80,3,0.718281018234087
RM660,28.0,26-35,No,Travel Rarely,821.0,Sales,5.0,4.0,Medical,1.0,916,1.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Single,4908.0,Upto 5k,24252.0,1.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.2040209498985282
RM1192,31.0,26-35,No,Travel Rarely,1112.0,Sales,5.0,4.0,Life Science,1.0,1673,1.0,Female,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,5k-10k,22589.0,1.0,Y,No,11.0,0.11,3.0,1.0,80,3,0.20432201859706067
RM310,31.0,26-35,No,Travel Rarely,691.0,Research & Development,5.0,4.0,Technical Degree,1.0,423,3.0,Male,86.0,3.0,1.0,Research Scientist,4.0,Married,4821.0,Upto 5k,10077.0,0.0,Y,Yes,12.0,0.12,3.0,3.0,80,3,0.2952863986902942
RM1261,32.0,26-35,No,Non Travel,953.0,Research & Development,5.0,4.0,Technical Degree,1.0,1764,2.0,Male,65.0,3.0,1.0,Research Scientist,2.0,Single,2718.0,Upto 5k,17674.0,2.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.28626196377743846
RM314,33.0,26-35,No,Travel Frequently,553.0,Research & Development,5.0,4.0,Life Science,1.0,428,4.0,Female,74.0,3.0,3.0,Manager,2.0,Married,11878.0,10k-15k,23364.0,6.0,Y,No,11.0,0.11,3.0,2.0,80,1,0.15302934938833743
RM345,35.0,26-35,No,Travel Rarely,1296.0,Research & Development,5.0,4.0,Technical Degree,1.0,464,3.0,Male,62.0,3.0,3.0,Manufacturing Director,2.0,Single,8095.0,5k-10k,18264.0,0.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.10622747574966167
RM1174,36.0,36-45,No,Travel Rarely,711.0,Research & Development,5.0,4.0,Life Science,1.0,1651,2.0,Female,42.0,3.0,3.0,Healthcare Representative,1.0,Married,8008.0,5k-10k,22792.0,4.0,Y,No,12.0,0.12,3.0,3.0,80,1,0.11911234879154703
RM049,46.0,46-55,No,Travel Frequently,1211.0,Sales,5.0,4.0,Marketing,1.0,62,1.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Single,5772.0,5k-10k,20445.0,4.0,Y,Yes,21.0,0.21,4.0,3.0,80,0,0.2756788998743215
RM1045,49.0,46-55,No,Travel Rarely,1495.0,Research & Development,5.0,4.0,Technical Degree,1.0,1473,1.0,Male,96.0,3.0,2.0,Healthcare Representative,3.0,Married,6651.0,5k-10k,21534.0,2.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.15070393052453576
RM095,32.0,26-35,No,Travel Rarely,1093.0,Sales,6.0,4.0,Medical,1.0,125,2.0,Male,87.0,3.0,2.0,Sales Executive,3.0,Single,5010.0,5k-10k,24301.0,1.0,Y,No,16.0,0.16,3.0,1.0,80,3,0.24854367760860574
RM104,34.0,26-35,No,Travel Rarely,665.0,Research & Development,6.0,4.0,Other,1.0,138,1.0,Female,41.0,3.0,2.0,Research Scientist,3.0,Single,4809.0,Upto 5k,12482.0,1.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.16921787322638418
RM101,37.0,36-45,Yes,Travel Rarely,807.0,Human Resources,6.0,4.0,Human Resources,1.0,133,3.0,Male,63.0,3.0,1.0,Human Resources,1.0,Divorced,2073.0,Upto 5k,23648.0,4.0,Y,Yes,22.0,0.22,4.0,4.0,80,0,0.3874771811864819
RM274,37.0,36-45,No,Travel Rarely,228.0,Sales,6.0,4.0,Medical,1.0,378,3.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Married,6502.0,5k-10k,22825.0,4.0,Y,No,14.0,0.14,3.0,2.0,80,1,0.15542129529681523
RM078,45.0,36-45,No,Travel Rarely,193.0,Research & Development,6.0,4.0,Other,1.0,101,4.0,Male,52.0,3.0,3.0,Research Director,1.0,Married,13245.0,10k-15k,15067.0,4.0,Y,Yes,14.0,0.14,3.0,2.0,80,2,0.11984267401977908
RM1014,30.0,26-35,No,Travel Rarely,855.0,Sales,7.0,4.0,Marketing,1.0,1428,4.0,Female,73.0,3.0,2.0,Sales Executive,1.0,Divorced,4779.0,Upto 5k,12761.0,7.0,Y,No,14.0,0.14,3.0,2.0,80,1,0.18378216562795427
RM875,30.0,26-35,No,Travel Rarely,853.0,Research & Development,7.0,4.0,Life Science,1.0,1224,3.0,Male,49.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3491.0,Upto 5k,11309.0,1.0,Y,No,13.0,0.13,3.0,1.0,80,3,0.2577075495859949
RM059,31.0,26-35,No,Travel Rarely,655.0,Research & Development,7.0,4.0,Life Science,1.0,76,4.0,Male,48.0,3.0,2.0,Laboratory Technician,4.0,Divorced,5915.0,5k-10k,9528.0,3.0,Y,No,22.0,0.22,4.0,4.0,80,0,0.1042097295049552
RM1307,31.0,26-35,No,Travel Frequently,1125.0,Sales,7.0,4.0,Marketing,1.0,1833,1.0,Female,68.0,3.0,3.0,Sales Executive,1.0,Married,9637.0,5k-10k,8277.0,2.0,Y,No,14.0,0.14,3.0,4.0,80,3,0.21886394344009644
RM343,31.0,26-35,No,Travel Rarely,1232.0,Research & Development,7.0,4.0,Medical,1.0,462,3.0,Female,39.0,3.0,3.0,Manufacturing Director,4.0,Single,7143.0,5k-10k,25713.0,1.0,Y,Yes,14.0,0.14,3.0,3.0,80,3,0.2137019467815071
RM023,34.0,26-35,No,Travel Rarely,419.0,Research & Development,7.0,4.0,Life Science,1.0,28,1.0,Female,53.0,3.0,3.0,Research Director,2.0,Single,11994.0,10k-15k,21293.0,0.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.13513044706955593
RM1116,34.0,26-35,No,Travel Rarely,479.0,Research & Development,7.0,4.0,Medical,1.0,1577,1.0,Male,35.0,3.0,1.0,Research Scientist,4.0,Single,2972.0,Upto 5k,22061.0,1.0,Y,No,13.0,0.13,3.0,3.0,80,3,0.2928403346334096
RM1393,35.0,26-35,No,Travel Rarely,1224.0,Sales,7.0,4.0,Life Science,1.0,1962,3.0,Female,55.0,3.0,2.0,Sales Executive,4.0,Married,5204.0,5k-10k,13586.0,1.0,Y,Yes,11.0,0.11,3.0,4.0,80,3,0.24325279700738545
RM681,36.0,36-45,No,Travel Rarely,188.0,Research & Development,7.0,4.0,Other,1.0,949,2.0,Male,65.0,3.0,1.0,Research Scientist,4.0,Single,4678.0,Upto 5k,23293.0,2.0,Y,No,18.0,0.18,3.0,3.0,80,0,0.15007639138024848
RM079,37.0,36-45,No,Travel Rarely,397.0,Research & Development,7.0,4.0,Medical,1.0,102,1.0,Male,30.0,3.0,3.0,Research Director,3.0,Single,13664.0,10k-15k,25258.0,4.0,Y,No,13.0,0.13,3.0,1.0,80,2,0.08158168184967349
RM1345,37.0,36-45,No,Travel Rarely,783.0,Research & Development,7.0,4.0,Medical,1.0,1885,4.0,Male,78.0,3.0,2.0,Research Scientist,1.0,Married,4284.0,Upto 5k,13588.0,5.0,Y,Yes,22.0,0.22,4.0,3.0,80,1,0.22122515589676675
RM1243,40.0,36-45,No,Travel Rarely,611.0,Sales,7.0,4.0,Medical,1.0,1740,2.0,Male,88.0,3.0,5.0,Manager,2.0,Single,19833.0,15k+,4349.0,1.0,Y,No,14.0,0.14,3.0,2.0,80,2,0.11563656205684512
RM366,46.0,46-55,No,Non Travel,1144.0,Research & Development,7.0,4.0,Medical,1.0,487,3.0,Female,30.0,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,5k-10k,16044.0,2.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.06263679841614944
RM1055,49.0,46-55,No,Travel Rarely,1490.0,Research & Development,7.0,4.0,Life Science,1.0,1484,3.0,Male,35.0,3.0,3.0,Healthcare Representative,2.0,Divorced,10466.0,10k-15k,20948.0,3.0,Y,No,14.0,0.14,3.0,2.0,80,2,0.050729457343071944
RM807,52.0,46-55,No,Travel Rarely,994.0,Research & Development,7.0,4.0,Life Science,1.0,1118,2.0,Male,87.0,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,10k-15k,15322.0,7.0,Y,No,19.0,0.19,3.0,4.0,80,1,0.13755797448064286
RM1306,54.0,46-55,No,Travel Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,1830,4.0,Female,68.0,3.0,2.0,Research Scientist,4.0,Married,6854.0,5k-10k,15696.0,4.0,Y,No,15.0,0.15,3.0,2.0,80,2,0.19297572671363722
RM340,27.0,26-35,No,Travel Rarely,1130.0,Sales,8.0,4.0,Marketing,1.0,458,2.0,Female,56.0,3.0,2.0,Sales Executive,2.0,Married,6214.0,5k-10k,3415.0,1.0,Y,No,18.0,0.18,3.0,1.0,80,0,0.19614171400538566
RM076,31.0,26-35,No,Travel Rarely,746.0,Research & Development,8.0,4.0,Life Science,1.0,98,3.0,Female,61.0,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,Upto 5k,20682.0,1.0,Y,No,23.0,0.23,4.0,4.0,80,0,0.11372585853651965
RM1106,33.0,26-35,No,Travel Rarely,1242.0,Sales,8.0,4.0,Life Science,1.0,1560,1.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Married,6392.0,5k-10k,10589.0,2.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.19585836767301976
RM500,33.0,26-35,No,Travel Rarely,1216.0,Sales,8.0,4.0,Marketing,1.0,677,3.0,Male,39.0,3.0,2.0,Sales Executive,3.0,Divorced,7104.0,5k-10k,20431.0,0.0,Y,No,12.0,0.12,3.0,4.0,80,3,0.12793186858746555
RM1158,35.0,26-35,No,Non Travel,208.0,Research & Development,8.0,4.0,Life Science,1.0,1630,3.0,Female,52.0,3.0,2.0,Healthcare Representative,3.0,Married,4148.0,Upto 5k,12250.0,1.0,Y,No,12.0,0.12,3.0,4.0,80,3,0.12411693120820165
RM581,35.0,26-35,No,Travel Rarely,384.0,Sales,8.0,4.0,Life Science,1.0,805,1.0,Female,72.0,3.0,1.0,Sales Representative,4.0,Married,2572.0,Upto 5k,20317.0,1.0,Y,No,16.0,0.16,3.0,2.0,80,0,0.21871206719403338
RM836,35.0,26-35,No,Travel Rarely,528.0,Human Resources,8.0,4.0,Technical Degree,1.0,1164,3.0,Male,100.0,3.0,1.0,Human Resources,3.0,Single,4323.0,Upto 5k,7108.0,1.0,Y,No,17.0,0.17,3.0,2.0,80,0,0.29951721373984375
RM709,36.0,36-45,No,Non Travel,1229.0,Sales,8.0,4.0,Technical Degree,1.0,990,1.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Divorced,5079.0,5k-10k,25952.0,4.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.12612141342186414
RM028,42.0,36-45,No,Travel Rarely,691.0,Sales,8.0,4.0,Marketing,1.0,35,3.0,Male,48.0,3.0,2.0,Sales Executive,2.0,Married,6825.0,5k-10k,21173.0,0.0,Y,No,11.0,0.11,3.0,4.0,80,3,0.17689759047325995
RM397,43.0,36-45,No,Travel Rarely,1473.0,Research & Development,8.0,4.0,Other,1.0,526,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,Upto 5k,2227.0,4.0,Y,Yes,14.0,0.14,3.0,4.0,80,1,0.08141284701499803
RM335,45.0,36-45,No,Travel Rarely,549.0,Research & Development,8.0,4.0,Other,1.0,452,4.0,Male,75.0,3.0,2.0,Research Scientist,4.0,Married,3697.0,Upto 5k,9278.0,9.0,Y,No,14.0,0.14,3.0,1.0,80,1,0.16638452696775338
RM540,50.0,46-55,No,Travel Rarely,316.0,Sales,8.0,4.0,Marketing,1.0,738,4.0,Male,54.0,3.0,1.0,Sales Representative,2.0,Married,3875.0,Upto 5k,9983.0,7.0,Y,No,15.0,0.15,3.0,4.0,80,1,0.21588876975941115
RM1001,52.0,46-55,No,Travel Rarely,258.0,Research & Development,8.0,4.0,Other,1.0,1409,3.0,Female,54.0,3.0,1.0,Laboratory Technician,1.0,Married,2950.0,Upto 5k,17363.0,9.0,Y,No,13.0,0.13,3.0,3.0,80,1,0.281795794028426
RM432,54.0,46-55,No,Travel Rarely,548.0,Research & Development,8.0,4.0,Life Science,1.0,578,3.0,Female,42.0,3.0,2.0,Laboratory Technician,3.0,Single,3780.0,Upto 5k,23428.0,7.0,Y,No,11.0,0.11,3.0,3.0,80,1,0.12227666946334985
RM957,56.0,55+,No,Travel Rarely,206.0,Human Resources,8.0,4.0,Life Science,1.0,1338,4.0,Male,99.0,3.0,5.0,Manager,2.0,Single,19717.0,15k+,4022.0,6.0,Y,No,14.0,0.14,3.0,1.0,80,2,0.09514466309235237
RM375,28.0,26-35,No,Travel Rarely,304.0,Sales,9.0,4.0,Life Science,1.0,498,2.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Single,5253.0,5k-10k,20750.0,1.0,Y,No,16.0,0.16,3.0,4.0,80,3,0.21442661707666852
RM1220,29.0,26-35,No,Travel Rarely,1082.0,Research & Development,9.0,4.0,Medical,1.0,1709,4.0,Female,43.0,3.0,1.0,Laboratory Technician,3.0,Married,2974.0,Upto 5k,25412.0,9.0,Y,No,17.0,0.17,3.0,3.0,80,1,0.23568165303491886
RM501,32.0,26-35,No,Travel Rarely,646.0,Research & Development,9.0,4.0,Life Science,1.0,679,1.0,Female,92.0,3.0,2.0,Research Scientist,4.0,Married,6322.0,5k-10k,18089.0,1.0,Y,Yes,12.0,0.12,3.0,4.0,80,3,0.24056601474075467
RM830,33.0,26-35,Yes,Travel Rarely,603.0,Sales,9.0,4.0,Marketing,1.0,1157,1.0,Female,77.0,3.0,2.0,Sales Executive,1.0,Single,8224.0,5k-10k,18385.0,0.0,Y,Yes,17.0,0.17,3.0,1.0,80,3,0.722390965001325
RM1040,34.0,26-35,Yes,Travel Rarely,1107.0,Human Resources,9.0,4.0,Technical Degree,1.0,1467,1.0,Female,52.0,3.0,1.0,Human Resources,3.0,Married,2742.0,Upto 5k,3072.0,1.0,Y,No,15.0,0.15,3.0,4.0,80,3,0.5730377433572945
RM1291,34.0,26-35,Yes,Travel Frequently,234.0,Research & Development,9.0,4.0,Life Science,1.0,1807,4.0,Male,93.0,3.0,2.0,Laboratory Technician,1.0,Married,5346.0,5k-10k,6208.0,4.0,Y,No,17.0,0.17,3.0,3.0,80,1,0.46980751445581026
RM1425,35.0,26-35,No,Travel Rarely,1395.0,Research & Development,9.0,4.0,Medical,1.0,2008,2.0,Male,48.0,3.0,2.0,Research Scientist,3.0,Single,5098.0,5k-10k,18698.0,1.0,Y,No,19.0,0.19,3.0,2.0,80,0,0.12447301496798727
RM468,37.0,36-45,No,Non Travel,142.0,Sales,9.0,4.0,Medical,1.0,626,1.0,Male,69.0,3.0,3.0,Sales Executive,2.0,Divorced,8834.0,5k-10k,24666.0,1.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.14826179088020242
RM1030,40.0,36-45,No,Non Travel,663.0,Research & Development,9.0,4.0,Other,1.0,1449,3.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3975.0,Upto 5k,23099.0,3.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.15986769460456168
RM1084,40.0,36-45,Yes,Travel Rarely,676.0,Research & Development,9.0,4.0,Life Science,1.0,1534,4.0,Male,86.0,3.0,1.0,Laboratory Technician,1.0,Single,2018.0,Upto 5k,21831.0,3.0,Y,No,14.0,0.14,3.0,2.0,80,1,0.6285403106846736
RM692,40.0,36-45,No,Travel Frequently,1469.0,Research & Development,9.0,4.0,Medical,1.0,964,4.0,Male,35.0,3.0,1.0,Research Scientist,2.0,Divorced,3617.0,Upto 5k,25063.0,8.0,Y,Yes,14.0,0.14,3.0,4.0,80,1,0.26567313394872927
RM838,40.0,36-45,No,Travel Frequently,593.0,Research & Development,9.0,4.0,Medical,1.0,1166,2.0,Female,88.0,3.0,3.0,Research Director,3.0,Single,13499.0,10k-15k,13782.0,9.0,Y,No,17.0,0.17,3.0,3.0,80,1,0.09869436933639233
RM1267,41.0,36-45,No,Travel Rarely,548.0,Research & Development,9.0,4.0,Life Science,1.0,1772,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2289.0,Upto 5k,20520.0,1.0,Y,No,20.0,0.2,4.0,2.0,80,0,0.2565887193838401
RM149,41.0,36-45,No,Travel Rarely,933.0,Research & Development,9.0,4.0,Life Science,1.0,200,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Married,2238.0,Upto 5k,6961.0,2.0,Y,No,21.0,0.21,4.0,4.0,80,0,0.21687495136129792
RM1322,47.0,46-55,No,Travel Rarely,207.0,Research & Development,9.0,4.0,Life Science,1.0,1856,2.0,Female,64.0,3.0,1.0,Laboratory Technician,3.0,Single,2105.0,Upto 5k,5411.0,4.0,Y,No,12.0,0.12,3.0,3.0,80,1,0.2721476075701681
RM088,51.0,46-55,No,Travel Rarely,432.0,Research & Development,9.0,4.0,Life Science,1.0,116,4.0,Male,96.0,3.0,1.0,Laboratory Technician,4.0,Married,2075.0,Upto 5k,18725.0,3.0,Y,No,23.0,0.23,4.0,2.0,80,0,0.23925309854388288
RM381,24.0,18-25,No,Travel Rarely,1371.0,Sales,10.0,4.0,Marketing,1.0,507,4.0,Female,77.0,3.0,2.0,Sales Executive,3.0,Divorced,4260.0,Upto 5k,5915.0,1.0,Y,Yes,12.0,0.12,3.0,4.0,80,3,0.14702563018484904
RM886,25.0,18-25,No,Travel Rarely,1356.0,Sales,10.0,4.0,Life Science,1.0,1240,3.0,Male,57.0,3.0,2.0,Sales Executive,4.0,Single,4950.0,Upto 5k,20623.0,0.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.18177286441058105
RM1320,32.0,26-35,No,Travel Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,1853,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,Upto 5k,26075.0,8.0,Y,No,13.0,0.13,3.0,3.0,80,1,0.33811728787367923
RM1364,33.0,26-35,No,Travel Rarely,217.0,Sales,10.0,4.0,Marketing,1.0,1924,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Single,5487.0,5k-10k,10410.0,1.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.3123325523696462
RM203,34.0,26-35,No,Travel Frequently,878.0,Research & Development,10.0,4.0,Medical,1.0,277,4.0,Male,43.0,3.0,1.0,Research Scientist,3.0,Divorced,3815.0,Upto 5k,5972.0,1.0,Y,Yes,17.0,0.17,3.0,4.0,80,0,0.3199281252249479
RM764,34.0,26-35,No,Travel Rarely,1333.0,Sales,10.0,4.0,Life Science,1.0,1055,3.0,Female,87.0,3.0,1.0,Sales Representative,3.0,Married,2220.0,Upto 5k,18410.0,1.0,Y,Yes,19.0,0.19,3.0,4.0,80,0,0.3695059777610386
RM1124,35.0,26-35,No,Travel Rarely,670.0,Research & Development,10.0,4.0,Medical,1.0,1587,1.0,Female,51.0,3.0,2.0,Healthcare Representative,3.0,Single,6142.0,5k-10k,4223.0,3.0,Y,Yes,16.0,0.16,3.0,3.0,80,0,0.22673256388051455
RM443,36.0,36-45,No,Non Travel,635.0,Sales,10.0,4.0,Medical,1.0,592,2.0,Male,32.0,3.0,3.0,Sales Executive,4.0,Single,9980.0,5k-10k,15318.0,1.0,Y,No,14.0,0.14,3.0,4.0,80,3,0.13711120125158982
RM943,36.0,36-45,No,Travel Rarely,325.0,Research & Development,10.0,4.0,Technical Degree,1.0,1312,4.0,Female,63.0,3.0,3.0,Healthcare Representative,3.0,Married,7094.0,5k-10k,5747.0,3.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.19957837801148903
RM1292,37.0,36-45,Yes,Travel Rarely,370.0,Research & Development,10.0,4.0,Medical,1.0,1809,4.0,Male,58.0,3.0,2.0,Manufacturing Director,1.0,Single,4213.0,Upto 5k,4992.0,1.0,Y,No,15.0,0.15,3.0,2.0,80,3,0.4663780546741826
RM390,37.0,36-45,No,Travel Rarely,1305.0,Research & Development,10.0,4.0,Life Science,1.0,518,3.0,Male,49.0,3.0,2.0,Manufacturing Director,2.0,Single,4197.0,Upto 5k,21123.0,2.0,Y,Yes,12.0,0.12,3.0,4.0,80,3,0.18381918073693618
RM1108,38.0,36-45,No,Travel Frequently,888.0,Human Resources,10.0,4.0,Human Resources,1.0,1563,3.0,Male,71.0,3.0,2.0,Human Resources,3.0,Married,6077.0,5k-10k,14814.0,3.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.1577705315701086
RM1321,42.0,36-45,No,Non Travel,355.0,Research & Development,10.0,4.0,Technical Degree,1.0,1854,3.0,Male,38.0,3.0,1.0,Research Scientist,3.0,Married,2936.0,Upto 5k,6161.0,3.0,Y,No,22.0,0.22,4.0,2.0,80,0,0.17164610593487972
RM316,43.0,36-45,No,Travel Frequently,185.0,Research & Development,10.0,4.0,Life Science,1.0,430,3.0,Female,33.0,3.0,1.0,Laboratory Technician,4.0,Single,2455.0,Upto 5k,10675.0,0.0,Y,No,19.0,0.19,3.0,1.0,80,0,0.15913213132473172
RM032,44.0,36-45,No,Travel Rarely,1459.0,Research & Development,10.0,4.0,Other,1.0,40,4.0,Male,41.0,3.0,2.0,Healthcare Representative,4.0,Married,6465.0,5k-10k,19121.0,2.0,Y,Yes,13.0,0.13,3.0,4.0,80,3,0.10358213965036037
RM858,44.0,36-45,Yes,Travel Rarely,1097.0,Research & Development,10.0,4.0,Life Science,1.0,1200,3.0,Male,96.0,3.0,1.0,Research Scientist,3.0,Single,2936.0,Upto 5k,10826.0,1.0,Y,Yes,11.0,0.11,3.0,3.0,80,3,0.7237152990475526
RM291,49.0,46-55,No,Travel Frequently,636.0,Research & Development,10.0,4.0,Life Science,1.0,396,3.0,Female,35.0,3.0,5.0,Research Director,1.0,Single,18665.0,15k+,25594.0,9.0,Y,Yes,11.0,0.11,3.0,4.0,80,2,0.10777264987850255
RM099,58.0,55+,No,Travel Rarely,682.0,Sales,10.0,4.0,Medical,1.0,131,4.0,Male,37.0,3.0,4.0,Sales Executive,3.0,Single,13872.0,10k-15k,24409.0,0.0,Y,No,13.0,0.13,3.0,3.0,80,2,0.15271242442615043
RM645,31.0,26-35,No,Travel Rarely,1222.0,Research & Development,11.0,4.0,Life Science,1.0,895,4.0,Male,48.0,3.0,1.0,Research Scientist,4.0,Married,2356.0,Upto 5k,14871.0,3.0,Y,Yes,19.0,0.19,3.0,2.0,80,0,0.5801375036162087
RM1423,35.0,26-35,No,Travel Rarely,1490.0,Research & Development,11.0,4.0,Medical,1.0,2003,4.0,Male,43.0,3.0,1.0,Laboratory Technician,3.0,Married,2660.0,Upto 5k,20232.0,7.0,Y,Yes,11.0,0.11,3.0,3.0,80,1,0.47452644383910986
RM1255,49.0,46-55,No,Travel Rarely,1313.0,Sales,11.0,4.0,Marketing,1.0,1757,4.0,Female,80.0,3.0,2.0,Sales Executive,4.0,Single,4507.0,Upto 5k,8191.0,3.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.17294113302918226
RM588,52.0,46-55,No,Travel Rarely,1325.0,Research & Development,11.0,4.0,Life Science,1.0,813,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,Upto 5k,21821.0,8.0,Y,No,20.0,0.2,4.0,2.0,80,1,0.1489120693171544
RM1077,54.0,46-55,No,Travel Frequently,1050.0,Research & Development,11.0,4.0,Medical,1.0,1520,2.0,Female,87.0,3.0,4.0,Manager,4.0,Divorced,16032.0,15k+,24456.0,3.0,Y,No,20.0,0.2,4.0,1.0,80,2,0.07016040319898674
RM1187,35.0,26-35,Yes,Travel Frequently,880.0,Sales,12.0,4.0,Other,1.0,1667,4.0,Male,36.0,3.0,2.0,Sales Executive,4.0,Single,4581.0,Upto 5k,10414.0,3.0,Y,Yes,24.0,0.24,4.0,1.0,80,0,0.6986231754758698
RM1146,36.0,36-45,No,Travel Rarely,559.0,Research & Development,12.0,4.0,Life Science,1.0,1614,3.0,Female,76.0,3.0,2.0,Manufacturing Director,3.0,Married,4663.0,Upto 5k,12421.0,9.0,Y,Yes,12.0,0.12,3.0,2.0,80,1,0.3446481803949816
RM831,41.0,36-45,No,Travel Rarely,167.0,Research & Development,12.0,4.0,Life Science,1.0,1158,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,Married,4766.0,Upto 5k,9051.0,3.0,Y,Yes,11.0,0.11,3.0,1.0,80,3,0.23306354739857188
RM1379,42.0,36-45,No,Travel Rarely,419.0,Sales,12.0,4.0,Marketing,1.0,1943,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Divorced,5087.0,5k-10k,2900.0,3.0,Y,Yes,12.0,0.12,3.0,3.0,80,3,0.2221901830970946
RM483,31.0,26-35,Yes,Travel Rarely,1365.0,Sales,13.0,4.0,Medical,1.0,650,2.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,Upto 5k,11512.0,2.0,Y,No,17.0,0.17,3.0,3.0,80,3,0.5075808366915272
RM623,32.0,26-35,No,Travel Rarely,117.0,Sales,13.0,4.0,Life Science,1.0,859,2.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Divorced,4403.0,Upto 5k,9250.0,2.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.2581067821146061
RM1386,34.0,26-35,No,Travel Rarely,1239.0,Sales,13.0,4.0,Medical,1.0,1951,4.0,Male,39.0,3.0,3.0,Sales Executive,3.0,Divorced,8628.0,5k-10k,22914.0,1.0,Y,No,18.0,0.18,3.0,3.0,80,0,0.21120762639768473
RM1232,46.0,46-55,No,Travel Rarely,717.0,Research & Development,13.0,4.0,Life Science,1.0,1727,3.0,Male,34.0,3.0,2.0,Healthcare Representative,2.0,Single,5562.0,5k-10k,9697.0,6.0,Y,No,14.0,0.14,3.0,4.0,80,1,0.10813265814605987
RM1371,47.0,46-55,No,Non Travel,1169.0,Research & Development,14.0,4.0,Technical Degree,1.0,1934,3.0,Male,64.0,3.0,2.0,Research Scientist,2.0,Married,5467.0,5k-10k,2125.0,8.0,Y,No,18.0,0.18,3.0,3.0,80,1,0.1456155892143966
RM533,47.0,46-55,No,Travel Rarely,703.0,Sales,14.0,4.0,Marketing,1.0,728,4.0,Male,42.0,3.0,2.0,Sales Executive,1.0,Single,4960.0,Upto 5k,11825.0,2.0,Y,No,12.0,0.12,3.0,4.0,80,3,0.23058641640305785
RM123,56.0,55+,Yes,Travel Rarely,441.0,Research & Development,14.0,4.0,Life Science,1.0,161,2.0,Female,72.0,3.0,1.0,Research Scientist,2.0,Married,4963.0,Upto 5k,4510.0,9.0,Y,Yes,18.0,0.18,3.0,1.0,80,1,0.7166443484889021
RM1389,32.0,26-35,No,Non Travel,1146.0,Research & Development,15.0,4.0,Medical,1.0,1955,3.0,Female,34.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6667.0,5k-10k,16542.0,5.0,Y,No,18.0,0.18,3.0,2.0,80,0,0.1043060666391808
